question_number,category,question_length,is_numerical,used_rag,reason,tokens_generated,tool_calls
3.61.b,complex,22,False,True,"Complex question, RAG triggered",8,1
3.61.c,complex,23,True,True,"Complex question, RAG triggered",8,1
3.62.a,simple,14,False,False,"Simple question, direct generation",5,0
3.62.b,simple,11,True,False,"Simple question, direct generation",5,0
3.63.a,simple,16,False,False,"Simple question, direct generation",5,0
3.63.b,simple,15,True,False,"Simple question, direct generation",5,0
3.64.a,simple,17,True,False,"Simple question, direct generation",5,0
3.64.b,simple,13,True,False,"Simple question, direct generation",5,0
3.65.a,simple,11,False,False,"Simple question, direct generation",5,0
3.65.b,simple,8,False,False,"Simple question, direct generation",5,0
3.65.c,simple,13,False,False,"Simple question, direct generation",5,0
3.66.a,simple,17,False,False,"Simple question, direct generation",5,0
3.66.b,simple,16,True,False,"Simple question, direct generation",5,0
3.67,complex,23,False,True,"Complex question, RAG triggered",8,1
3.68.a,complex,22,False,True,"Complex question, RAG triggered",8,1
3.68.b,simple,9,False,False,"Simple question, direct generation",5,0
3.68.c,simple,11,False,False,"Simple question, direct generation",5,0
3.69.a,simple,10,False,False,"Simple question, direct generation",5,0
3.69.b,simple,11,True,False,"Simple question, direct generation",5,0
3.70.a,simple,10,False,False,"Simple question, direct generation",5,0
3.70.b,simple,10,False,False,"Simple question, direct generation",5,0
3.71,simple,13,True,False,"Simple question, direct generation",5,0
3.72.a,simple,10,True,False,"Simple question, direct generation",5,0
3.72.b,simple,6,True,False,"Simple question, direct generation",5,0
3.73.a,simple,13,True,False,"Simple question, direct generation",5,0
3.73.b,simple,10,True,False,"Simple question, direct generation",5,0
3.74.a,simple,10,True,False,"Simple question, direct generation",5,0
3.74.b,simple,8,True,False,"Simple question, direct generation",5,0
3.75.a,simple,16,False,False,"Simple question, direct generation",5,0
3.75.b,simple,17,False,False,"Simple question, direct generation",5,0
3.75.c,simple,10,True,False,"Simple question, direct generation",5,0
3.75.d,simple,10,False,False,"Simple question, direct generation",5,0
3.76.a,complex,23,False,True,"Complex question, RAG triggered",8,1
3.76.b,simple,8,False,False,"Simple question, direct generation",5,0
3.77.a,simple,10,False,False,"Simple question, direct generation",5,0
3.77.b,simple,11,True,False,"Simple question, direct generation",5,0
3.78,simple,13,True,False,"Simple question, direct generation",5,0
3.79,simple,12,True,False,"Simple question, direct generation",5,0
3.80,simple,15,True,False,"Simple question, direct generation",5,0
3.81.a,simple,12,False,False,"Simple question, direct generation",5,0
3.81.b,simple,11,False,False,"Simple question, direct generation",5,0
4.1,complex,39,True,True,"Complex question, RAG triggered",8,1
4.2,complex,20,True,True,"Complex question, RAG triggered",8,1
4.3,complex,31,True,True,"Complex question, RAG triggered",8,1
4.4,complex,26,True,True,"Complex question, RAG triggered",8,1
4.5,complex,34,True,True,"Complex question, RAG triggered",8,1
4.6,complex,27,True,True,"Complex question, RAG triggered",8,1
4.7,complex,24,True,True,"Complex question, RAG triggered",8,1
4.8,complex,24,True,True,"Complex question, RAG triggered",8,1
4.9,complex,31,True,True,"Complex question, RAG triggered",8,1
4.10,complex,23,False,True,"Complex question, RAG triggered",8,1
4.11,complex,23,False,True,"Complex question, RAG triggered",8,1
4.12,complex,29,True,True,"Complex question, RAG triggered",8,1
4.13,complex,42,True,True,"Complex question, RAG triggered",8,1
4.14,complex,22,False,True,"Complex question, RAG triggered",8,1
4.15,simple,19,True,False,"Simple question, direct generation",5,0
4.16,complex,24,True,True,"Complex question, RAG triggered",8,1
4.17,simple,18,True,False,"Simple question, direct generation",5,0
4.18,simple,16,True,False,"Simple question, direct generation",5,0
4.19,complex,26,True,True,"Complex question, RAG triggered",8,1
4.20,simple,12,True,False,"Simple question, direct generation",5,0
4.21,complex,23,True,True,"Complex question, RAG triggered",8,1
4.22,complex,24,True,True,"Complex question, RAG triggered",8,1
4.23a,simple,9,True,False,"Simple question, direct generation",5,0
4.23b,simple,8,False,False,"Simple question, direct generation",5,0
4.24a,simple,7,False,False,"Simple question, direct generation",5,0
4.24b,simple,9,True,False,"Simple question, direct generation",5,0
4.25,simple,16,True,False,"Simple question, direct generation",5,0
4.26,simple,16,True,False,"Simple question, direct generation",5,0
4.27,simple,11,True,False,"Simple question, direct generation",5,0
4.28b,simple,18,True,False,"Simple question, direct generation",5,0
4.29b,simple,10,True,False,"Simple question, direct generation",5,0
4.30,simple,16,True,False,"Simple question, direct generation",5,0
4.31a,simple,15,False,False,"Simple question, direct generation",5,0
4.31b,simple,10,True,False,"Simple question, direct generation",5,0
4.32b,complex,26,True,True,"Complex question, RAG triggered",8,1
4.32c,simple,6,True,False,"Simple question, direct generation",5,0
4.33,simple,18,True,False,"Simple question, direct generation",5,0
4.34,simple,8,True,False,"Simple question, direct generation",5,0
4.35,simple,12,True,False,"Simple question, direct generation",5,0
4.36,simple,15,True,False,"Simple question, direct generation",5,0
4.37,simple,16,True,False,"Simple question, direct generation",5,0
4.38,simple,17,True,False,"Simple question, direct generation",5,0
4.39,simple,15,True,False,"Simple question, direct generation",5,0
4.40,simple,15,True,False,"Simple question, direct generation",5,0
4.41,simple,13,True,False,"Simple question, direct generation",5,0
4.42,simple,15,True,False,"Simple question, direct generation",5,0
4.43,simple,16,True,False,"Simple question, direct generation",5,0
4.44,simple,9,False,False,"Simple question, direct generation",5,0
4.45,simple,6,True,False,"Simple question, direct generation",5,0
4.46,simple,10,True,False,"Simple question, direct generation",5,0
4.47,simple,15,True,False,"Simple question, direct generation",5,0
4.48,simple,15,False,False,"Simple question, direct generation",5,0
4.49,simple,11,True,False,"Simple question, direct generation",5,0
4.50,simple,13,True,False,"Simple question, direct generation",5,0
4.51,simple,8,True,False,"Simple question, direct generation",5,0
4.52,simple,15,True,False,"Simple question, direct generation",5,0
4.53,simple,16,True,False,"Simple question, direct generation",5,0
4.54,simple,14,True,False,"Simple question, direct generation",5,0
4.55,complex,32,True,True,"Complex question, RAG triggered",8,1
4.56,simple,19,True,False,"Simple question, direct generation",5,0
4.57,simple,19,True,False,"Simple question, direct generation",5,0
4.58,complex,23,True,True,"Complex question, RAG triggered",8,1
4.59,simple,16,True,False,"Simple question, direct generation",5,0
4.60,complex,21,False,True,"Complex question, RAG triggered",8,1
4.61,simple,11,False,False,"Simple question, direct generation",5,0
4.62,complex,24,True,True,"Complex question, RAG triggered",8,1
4.63,simple,11,True,False,"Simple question, direct generation",5,0
4.64,complex,24,False,True,"Complex question, RAG triggered",8,1
4.65,simple,15,True,False,"Simple question, direct generation",5,0
4.66,simple,18,False,False,"Simple question, direct generation",5,0
4.67,complex,21,False,True,"Complex question, RAG triggered",8,1
4.68,simple,17,False,False,"Simple question, direct generation",5,0
4.69,simple,15,False,False,"Simple question, direct generation",5,0
4.70,complex,21,False,True,"Complex question, RAG triggered",8,1
4.71,simple,9,True,False,"Simple question, direct generation",5,0
4.72,simple,7,False,False,"Simple question, direct generation",5,0
4.73,simple,10,False,False,"Simple question, direct generation",5,0
4.74,simple,10,False,False,"Simple question, direct generation",5,0
4.75,simple,17,True,False,"Simple question, direct generation",5,0
4.76,complex,20,False,True,"Complex question, RAG triggered",8,1
4.77a,simple,16,False,False,"Simple question, direct generation",5,0
4.77b,simple,8,False,False,"Simple question, direct generation",5,0
4.77c,simple,8,False,False,"Simple question, direct generation",5,0
4.77d,complex,21,True,True,"Complex question, RAG triggered",8,1
4.78,simple,19,True,False,"Simple question, direct generation",5,0
4.79,simple,7,False,False,"Simple question, direct generation",5,0
4.80,complex,25,False,True,"Complex question, RAG triggered",8,1
4.81,simple,14,True,False,"Simple question, direct generation",5,0
4.82,complex,21,True,True,"Complex question, RAG triggered",8,1
4.83,simple,14,False,False,"Simple question, direct generation",5,0
4.84,simple,13,False,False,"Simple question, direct generation",5,0
4.85,simple,17,True,False,"Simple question, direct generation",5,0
4.86,simple,12,False,False,"Simple question, direct generation",5,0
4.87,simple,7,False,False,"Simple question, direct generation",5,0
4.88,simple,15,False,False,"Simple question, direct generation",5,0
4.89,complex,20,True,True,"Complex question, RAG triggered",8,1
4.90,simple,16,True,False,"Simple question, direct generation",5,0
4.91a,simple,14,False,False,"Simple question, direct generation",5,0
4.91b,complex,21,False,True,"Complex question, RAG triggered",8,1
4.91c,simple,11,True,False,"Simple question, direct generation",5,0
4.92,simple,11,False,False,"Simple question, direct generation",5,0
4.93,simple,9,True,False,"Simple question, direct generation",5,0
4.94d,simple,11,True,False,"Simple question, direct generation",5,0
4.94f,simple,12,True,False,"Simple question, direct generation",5,0
4.95a,simple,6,True,False,"Simple question, direct generation",5,0
4.95b,simple,6,True,False,"Simple question, direct generation",5,0
4.96a,simple,18,True,False,"Simple question, direct generation",5,0
4.96c,simple,6,True,False,"Simple question, direct generation",5,0
5.1,complex,22,False,True,"Complex question, RAG triggered",8,1
5.2,complex,29,True,True,"Complex question, RAG triggered",8,1
5.3,complex,40,True,True,"Complex question, RAG triggered",8,1
5.4,complex,34,False,True,"Complex question, RAG triggered",8,1
5.5,complex,44,False,True,"Complex question, RAG triggered",8,1
5.6,complex,38,False,True,"Complex question, RAG triggered",8,1
5.7,complex,28,False,True,"Complex question, RAG triggered",8,1
5.8,complex,33,False,True,"Complex question, RAG triggered",8,1
5.9,complex,30,False,True,"Complex question, RAG triggered",8,1
5.10,complex,37,False,True,"Complex question, RAG triggered",8,1
5.11,complex,24,True,True,"Complex question, RAG triggered",8,1
5.12,complex,25,True,True,"Complex question, RAG triggered",8,1
5.13,complex,26,True,True,"Complex question, RAG triggered",8,1
5.14,complex,29,False,True,"Complex question, RAG triggered",8,1
5.15,complex,30,False,True,"Complex question, RAG triggered",8,1
5.16,complex,27,False,True,"Complex question, RAG triggered",8,1
5.17,complex,24,False,True,"Complex question, RAG triggered",8,1
5.18,complex,21,False,True,"Complex question, RAG triggered",8,1
5.19,complex,30,False,True,"Complex question, RAG triggered",8,1
5.20,complex,29,False,True,"Complex question, RAG triggered",8,1
5.21,complex,38,True,True,"Complex question, RAG triggered",8,1
5.22,complex,30,False,True,"Complex question, RAG triggered",8,1
5.23,complex,36,True,True,"Complex question, RAG triggered",8,1
5.24,complex,24,True,True,"Complex question, RAG triggered",8,1
5.25,complex,20,True,True,"Complex question, RAG triggered",8,1
5.26,complex,30,True,True,"Complex question, RAG triggered",8,1
5.27,complex,36,False,True,"Complex question, RAG triggered",8,1
5.28,complex,39,False,True,"Complex question, RAG triggered",8,1
5.29,complex,22,False,True,"Complex question, RAG triggered",8,1
5.30,complex,25,False,True,"Complex question, RAG triggered",8,1
5.31,complex,25,False,True,"Complex question, RAG triggered",8,1
5.32,complex,24,False,True,"Complex question, RAG triggered",8,1
5.33,complex,22,False,True,"Complex question, RAG triggered",8,1
5.34,complex,22,False,True,"Complex question, RAG triggered",8,1
5.35,complex,33,True,True,"Complex question, RAG triggered",8,1
5.36,complex,38,False,True,"Complex question, RAG triggered",8,1
5.37,complex,33,False,True,"Complex question, RAG triggered",8,1
5.38,complex,24,True,True,"Complex question, RAG triggered",8,1
5.39,complex,23,True,True,"Complex question, RAG triggered",8,1
5.40,complex,28,True,True,"Complex question, RAG triggered",8,1
5.41,complex,26,True,True,"Complex question, RAG triggered",8,1
5.42,simple,18,True,False,"Simple question, direct generation",5,0
5.43,complex,24,False,True,"Complex question, RAG triggered",8,1
5.44,complex,30,False,True,"Complex question, RAG triggered",8,1
5.45,complex,26,True,True,"Complex question, RAG triggered",8,1
5.46,complex,23,False,True,"Complex question, RAG triggered",8,1
5.47,complex,23,False,True,"Complex question, RAG triggered",8,1
5.48,complex,20,True,True,"Complex question, RAG triggered",8,1
5.49,complex,23,True,True,"Complex question, RAG triggered",8,1
5.50,complex,24,False,True,"Complex question, RAG triggered",8,1
5.51,complex,21,False,True,"Complex question, RAG triggered",8,1
5.52,complex,24,True,True,"Complex question, RAG triggered",8,1
5.53,complex,27,False,True,"Complex question, RAG triggered",8,1
5.54,complex,28,False,True,"Complex question, RAG triggered",8,1
5.55,complex,25,False,True,"Complex question, RAG triggered",8,1
5.56,complex,23,False,True,"Complex question, RAG triggered",8,1
5.57,complex,24,False,True,"Complex question, RAG triggered",8,1
5.58,complex,27,False,True,"Complex question, RAG triggered",8,1
5.59,complex,33,False,True,"Complex question, RAG triggered",8,1
5.60,complex,30,False,True,"Complex question, RAG triggered",8,1
5.61,simple,18,True,False,"Simple question, direct generation",5,0
5.62,complex,20,False,True,"Complex question, RAG triggered",8,1
5.63,simple,12,False,False,"Simple question, direct generation",5,0
5.64,simple,15,False,False,"Simple question, direct generation",5,0
5.65,simple,13,False,False,"Simple question, direct generation",5,0
5.66,complex,27,False,True,"Complex question, RAG triggered",8,1
5.67,simple,19,False,False,"Simple question, direct generation",5,0
5.68,simple,13,True,False,"Simple question, direct generation",5,0
5.69,simple,15,True,False,"Simple question, direct generation",5,0
5.70,simple,19,False,False,"Simple question, direct generation",5,0
5.71,complex,27,False,True,"Complex question, RAG triggered",8,1
5.72,complex,22,False,True,"Complex question, RAG triggered",8,1
5.73,complex,28,False,True,"Complex question, RAG triggered",8,1
5.74,complex,21,False,True,"Complex question, RAG triggered",8,1
5.75,simple,18,True,False,"Simple question, direct generation",5,0
5.76,complex,21,False,True,"Complex question, RAG triggered",8,1
5.77,complex,31,False,True,"Complex question, RAG triggered",8,1
5.78,complex,30,False,True,"Complex question, RAG triggered",8,1
5.79,complex,30,True,True,"Complex question, RAG triggered",8,1
5.80,complex,24,False,True,"Complex question, RAG triggered",8,1
5.81,complex,27,True,True,"Complex question, RAG triggered",8,1
5.82,complex,31,False,True,"Complex question, RAG triggered",8,1
5.83,complex,24,False,True,"Complex question, RAG triggered",8,1
5.84,complex,24,False,True,"Complex question, RAG triggered",8,1
5.85,complex,26,False,True,"Complex question, RAG triggered",8,1
5.86,complex,25,True,True,"Complex question, RAG triggered",8,1
5.87,complex,23,False,True,"Complex question, RAG triggered",8,1
5.88,complex,26,False,True,"Complex question, RAG triggered",8,1
5.89,complex,27,False,True,"Complex question, RAG triggered",8,1
5.90,simple,18,False,False,"Simple question, direct generation",5,0
5.91,simple,18,True,False,"Simple question, direct generation",5,0
5.92,complex,26,True,True,"Complex question, RAG triggered",8,1
5.93,complex,23,False,True,"Complex question, RAG triggered",8,1
5.94,complex,21,False,True,"Complex question, RAG triggered",8,1
5.95,complex,24,False,True,"Complex question, RAG triggered",8,1
5.96,complex,24,True,True,"Complex question, RAG triggered",8,1
5.97,complex,22,False,True,"Complex question, RAG triggered",8,1
5.98,complex,21,False,True,"Complex question, RAG triggered",8,1
5.99,simple,6,True,False,"Simple question, direct generation",5,0
5.100,complex,22,False,True,"Complex question, RAG triggered",8,1
5.101,complex,20,False,True,"Complex question, RAG triggered",8,1
5.102,complex,28,False,True,"Complex question, RAG triggered",8,1
6.1,complex,27,False,True,"Complex question, RAG triggered",8,1
6.2,complex,23,True,True,"Complex question, RAG triggered",8,1
6.3.a,complex,30,True,True,"Complex question, RAG triggered",8,1
6.3.b,simple,16,True,False,"Simple question, direct generation",5,0
6.3.c,simple,15,True,False,"Simple question, direct generation",5,0
6.4.a,complex,24,True,True,"Complex question, RAG triggered",8,1
6.4.b,simple,13,True,False,"Simple question, direct generation",5,0
6.5.a,simple,16,True,False,"Simple question, direct generation",5,0
6.5.b,simple,16,True,False,"Simple question, direct generation",5,0
6.5.c,simple,17,True,False,"Simple question, direct generation",5,0
6.5.d,simple,11,True,False,"Simple question, direct generation",5,0
6.5.e,simple,11,True,False,"Simple question, direct generation",5,0
6.5.f,simple,12,True,False,"Simple question, direct generation",5,0
6.6.a,simple,16,True,False,"Simple question, direct generation",5,0
6.6.b,simple,16,False,False,"Simple question, direct generation",5,0
6.6.c,complex,20,True,True,"Complex question, RAG triggered",8,1
6.6.d,complex,20,True,True,"Complex question, RAG triggered",8,1
6.7.a,simple,12,True,False,"Simple question, direct generation",5,0
6.7.b,simple,12,False,False,"Simple question, direct generation",5,0
6.7.c,simple,14,True,False,"Simple question, direct generation",5,0
6.8.a,complex,21,True,True,"Complex question, RAG triggered",8,1
6.8.b,complex,21,True,True,"Complex question, RAG triggered",8,1
6.8.c,complex,22,True,True,"Complex question, RAG triggered",8,1
6.8.d,complex,29,True,True,"Complex question, RAG triggered",8,1
6.8.e,complex,22,False,True,"Complex question, RAG triggered",8,1
6.9.a,simple,15,True,False,"Simple question, direct generation",5,0
6.9.b,complex,22,True,True,"Complex question, RAG triggered",8,1
6.9.c,complex,22,True,True,"Complex question, RAG triggered",8,1
6.9.d,simple,17,True,False,"Simple question, direct generation",5,0
6.10,complex,33,True,True,"Complex question, RAG triggered",8,1
6.11.a,complex,25,True,True,"Complex question, RAG triggered",8,1
6.11.b,simple,13,True,False,"Simple question, direct generation",5,0
6.11.c,simple,13,True,False,"Simple question, direct generation",5,0
6.11.d,complex,24,True,True,"Complex question, RAG triggered",8,1
6.12.a,complex,25,False,True,"Complex question, RAG triggered",8,1
6.12.b,simple,13,False,False,"Simple question, direct generation",5,0
6.12.c,simple,10,False,False,"Simple question, direct generation",5,0
6.13.a,complex,25,True,True,"Complex question, RAG triggered",8,1
6.13.b,simple,12,True,False,"Simple question, direct generation",5,0
6.13.c,simple,13,True,False,"Simple question, direct generation",5,0
6.14.a,complex,21,True,True,"Complex question, RAG triggered",8,1
6.14.b,simple,13,True,False,"Simple question, direct generation",5,0
6.14.c,simple,9,True,False,"Simple question, direct generation",5,0
6.15.a,complex,22,True,True,"Complex question, RAG triggered",8,1
6.15.b,simple,19,False,False,"Simple question, direct generation",5,0
6.15.c,simple,17,True,False,"Simple question, direct generation",5,0
6.15.d,complex,24,True,True,"Complex question, RAG triggered",8,1
6.15.e,complex,32,True,True,"Complex question, RAG triggered",8,1
6.16.a,complex,22,False,True,"Complex question, RAG triggered",8,1
6.16.b,simple,10,True,False,"Simple question, direct generation",5,0
6.17,complex,34,True,True,"Complex question, RAG triggered",8,1
6.18.a,complex,23,True,True,"Complex question, RAG triggered",8,1
6.18.b,simple,11,True,False,"Simple question, direct generation",5,0
6.18.c,simple,13,True,False,"Simple question, direct generation",5,0
6.18.d,simple,9,True,False,"Simple question, direct generation",5,0
6.19.a,simple,18,False,False,"Simple question, direct generation",5,0
6.19.b,simple,10,True,False,"Simple question, direct generation",5,0
6.20.a,complex,20,True,True,"Complex question, RAG triggered",8,1
6.20.b,simple,9,True,False,"Simple question, direct generation",5,0
6.20.c,simple,11,True,False,"Simple question, direct generation",5,0
6.21.a,complex,21,True,True,"Complex question, RAG triggered",8,1
6.21.b,simple,14,True,False,"Simple question, direct generation",5,0
6.22.a,simple,16,False,False,"Simple question, direct generation",5,0
6.22.b,simple,16,False,False,"Simple question, direct generation",5,0
6.23,complex,21,True,True,"Complex question, RAG triggered",8,1
6.24.a,simple,15,True,False,"Simple question, direct generation",5,0
6.24.b,simple,13,True,False,"Simple question, direct generation",5,0
6.24.c,simple,15,True,False,"Simple question, direct generation",5,0
6.25.a,complex,25,True,True,"Complex question, RAG triggered",8,1
6.25.b,simple,19,True,False,"Simple question, direct generation",5,0
6.26.a,simple,15,True,False,"Simple question, direct generation",5,0
6.26.b,simple,11,True,False,"Simple question, direct generation",5,0
6.27.a,simple,17,True,False,"Simple question, direct generation",5,0
6.27.b,simple,10,True,False,"Simple question, direct generation",5,0
6.28.a,simple,16,True,False,"Simple question, direct generation",5,0
6.28.b,simple,12,True,False,"Simple question, direct generation",5,0
6.29.a,simple,16,True,False,"Simple question, direct generation",5,0
6.29.b,simple,10,True,False,"Simple question, direct generation",5,0
6.30.a,simple,17,True,False,"Simple question, direct generation",5,0
6.30.b,simple,13,True,False,"Simple question, direct generation",5,0
6.31,simple,16,True,False,"Simple question, direct generation",5,0
6.32,simple,14,True,False,"Simple question, direct generation",5,0
6.33.a,simple,15,True,False,"Simple question, direct generation",5,0
6.33.b,simple,9,True,False,"Simple question, direct generation",5,0
6.33.c,simple,9,True,False,"Simple question, direct generation",5,0
6.34.a,simple,17,True,False,"Simple question, direct generation",5,0
6.34.b,simple,9,True,False,"Simple question, direct generation",5,0
6.34.c,simple,8,True,False,"Simple question, direct generation",5,0
6.35.a,complex,24,True,True,"Complex question, RAG triggered",8,1
6.35.b,simple,15,True,False,"Simple question, direct generation",5,0
6.36,complex,23,True,True,"Complex question, RAG triggered",8,1
6.37.a,simple,12,True,False,"Simple question, direct generation",5,0
6.37.b,simple,16,True,False,"Simple question, direct generation",5,0
6.38.a,simple,15,True,False,"Simple question, direct generation",5,0
6.38.b,simple,17,True,False,"Simple question, direct generation",5,0
6.39,simple,13,False,False,"Simple question, direct generation",5,0
6.40,simple,10,True,False,"Simple question, direct generation",5,0
6.41,simple,11,True,False,"Simple question, direct generation",5,0
6.42.a,simple,9,True,False,"Simple question, direct generation",5,0
6.42.b,simple,9,True,False,"Simple question, direct generation",5,0
6.43.a,simple,12,False,False,"Simple question, direct generation",5,0
6.43.b,simple,13,False,False,"Simple question, direct generation",5,0
6.44.a,simple,11,False,False,"Simple question, direct generation",5,0
6.44.b,simple,9,True,False,"Simple question, direct generation",5,0
6.45,simple,16,True,False,"Simple question, direct generation",5,0
6.46,simple,15,True,False,"Simple question, direct generation",5,0
6.47.a,simple,13,True,False,"Simple question, direct generation",5,0
6.47.b,simple,13,True,False,"Simple question, direct generation",5,0
6.48,simple,8,False,False,"Simple question, direct generation",5,0
6.49.a,simple,10,False,False,"Simple question, direct generation",5,0
6.49.b,simple,8,True,False,"Simple question, direct generation",5,0
6.49.c,simple,9,True,False,"Simple question, direct generation",5,0
6.50,simple,8,True,False,"Simple question, direct generation",5,0
6.51,simple,16,True,False,"Simple question, direct generation",5,0
6.52,simple,8,False,False,"Simple question, direct generation",5,0
6.53.a,simple,9,True,False,"Simple question, direct generation",5,0
6.53.b,simple,11,True,False,"Simple question, direct generation",5,0
6.53.c,simple,8,True,False,"Simple question, direct generation",5,0
6.54.a,simple,10,True,False,"Simple question, direct generation",5,0
6.54.b,simple,10,True,False,"Simple question, direct generation",5,0
6.55.a,simple,12,True,False,"Simple question, direct generation",5,0
6.55.b,simple,5,True,False,"Simple question, direct generation",5,0
6.56,simple,9,True,False,"Simple question, direct generation",5,0
6.57,simple,19,False,False,"Simple question, direct generation",5,0
6.58.a,complex,20,True,True,"Complex question, RAG triggered",8,1
6.58.b,simple,14,True,False,"Simple question, direct generation",5,0
6.59.a,simple,13,True,False,"Simple question, direct generation",5,0
6.59.b,simple,8,True,False,"Simple question, direct generation",5,0
6.60,simple,12,False,False,"Simple question, direct generation",5,0
6.61,simple,17,True,False,"Simple question, direct generation",5,0
6.62,simple,13,True,False,"Simple question, direct generation",5,0
6.63,simple,15,True,False,"Simple question, direct generation",5,0
6.64,simple,13,False,False,"Simple question, direct generation",5,0
6.65,simple,17,True,False,"Simple question, direct generation",5,0
6.66.a,simple,11,True,False,"Simple question, direct generation",5,0
6.66.b,simple,13,True,False,"Simple question, direct generation",5,0
6.67.a,simple,12,True,False,"Simple question, direct generation",5,0
6.67.b,simple,10,True,False,"Simple question, direct generation",5,0
6.68.a,simple,12,True,False,"Simple question, direct generation",5,0
6.68.b,simple,7,True,False,"Simple question, direct generation",5,0
6.69.a,simple,9,True,False,"Simple question, direct generation",5,0
6.69.b,simple,5,True,False,"Simple question, direct generation",5,0
6.69.c,simple,7,True,False,"Simple question, direct generation",5,0
6.70,simple,11,True,False,"Simple question, direct generation",5,0
6.71,simple,11,True,False,"Simple question, direct generation",5,0
6.72,simple,10,True,False,"Simple question, direct generation",5,0
6.73,simple,15,False,False,"Simple question, direct generation",5,0
6.74,simple,10,True,False,"Simple question, direct generation",5,0
6.75,simple,12,False,False,"Simple question, direct generation",5,0
6.76.a,simple,10,True,False,"Simple question, direct generation",5,0
6.76.b,simple,16,True,False,"Simple question, direct generation",5,0
6.76.c,simple,14,False,False,"Simple question, direct generation",5,0
6.77.a,simple,13,False,False,"Simple question, direct generation",5,0
6.77.b,simple,9,True,False,"Simple question, direct generation",5,0
6.77.c,simple,12,False,False,"Simple question, direct generation",5,0
6.77.d,simple,11,True,False,"Simple question, direct generation",5,0
6.77.e,simple,10,True,False,"Simple question, direct generation",5,0
6.78.a,simple,11,True,False,"Simple question, direct generation",5,0
6.78.b,simple,13,True,False,"Simple question, direct generation",5,0
6.78.c,simple,13,True,False,"Simple question, direct generation",5,0
6.79,simple,19,True,False,"Simple question, direct generation",5,0
6.80.a,simple,12,True,False,"Simple question, direct generation",5,0
6.80.b,simple,9,False,False,"Simple question, direct generation",5,0
6.81.a,simple,19,True,False,"Simple question, direct generation",5,0
6.81.b,simple,14,True,False,"Simple question, direct generation",5,0
6.82,simple,12,True,False,"Simple question, direct generation",5,0
6.83,simple,6,False,False,"Simple question, direct generation",5,0
6.84,simple,10,False,False,"Simple question, direct generation",5,0
6.85,simple,14,False,False,"Simple question, direct generation",5,0
6.86.a,simple,14,False,False,"Simple question, direct generation",5,0
6.86.b,simple,12,True,False,"Simple question, direct generation",5,0
6.87.a,simple,7,False,False,"Simple question, direct generation",5,0
6.87.b,simple,13,False,False,"Simple question, direct generation",5,0
6.87.c,simple,11,False,False,"Simple question, direct generation",5,0
6.87.d,simple,8,False,False,"Simple question, direct generation",5,0
6.87.e,simple,9,False,False,"Simple question, direct generation",5,0
7.1,complex,25,False,True,"Complex question, RAG triggered",8,1
7.2,complex,27,False,True,"Complex question, RAG triggered",8,1
7.3,complex,25,False,True,"Complex question, RAG triggered",8,1
7.4,complex,32,False,True,"Complex question, RAG triggered",8,1
7.5,complex,28,False,True,"Complex question, RAG triggered",8,1
7.6,simple,19,False,False,"Simple question, direct generation",5,0
7.7,complex,22,False,True,"Complex question, RAG triggered",8,1
7.8,complex,25,True,True,"Complex question, RAG triggered",8,1
7.9,complex,29,False,True,"Complex question, RAG triggered",8,1
7.10,complex,44,False,True,"Complex question, RAG triggered",8,1
7.11,complex,55,False,True,"Complex question, RAG triggered",8,1
7.12,complex,34,False,True,"Complex question, RAG triggered",8,1
7.13,complex,38,False,True,"Complex question, RAG triggered",8,1
7.14,complex,22,False,True,"Complex question, RAG triggered",8,1
7.15,complex,22,False,True,"Complex question, RAG triggered",8,1
7.16,complex,21,False,True,"Complex question, RAG triggered",8,1
7.17,complex,27,False,True,"Complex question, RAG triggered",8,1
7.18,complex,30,False,True,"Complex question, RAG triggered",8,1
7.19,complex,26,False,True,"Complex question, RAG triggered",8,1
7.20,simple,16,True,False,"Simple question, direct generation",5,0
7.21,complex,20,False,True,"Complex question, RAG triggered",8,1
7.22,complex,27,False,True,"Complex question, RAG triggered",8,1
7.23,complex,29,False,True,"Complex question, RAG triggered",8,1
7.24,complex,33,False,True,"Complex question, RAG triggered",8,1
7.25,complex,31,False,True,"Complex question, RAG triggered",8,1
8.1.a,complex,23,False,True,"Complex question, RAG triggered",8,1
8.1.b,simple,16,False,False,"Simple question, direct generation",5,0
8.1.c,complex,24,False,True,"Complex question, RAG triggered",8,1
8.1.d,complex,23,False,True,"Complex question, RAG triggered",8,1
8.2.a,simple,19,False,False,"Simple question, direct generation",5,0
8.2.b,simple,19,False,False,"Simple question, direct generation",5,0
8.2.c,simple,19,False,False,"Simple question, direct generation",5,0
8.3.a,simple,17,False,False,"Simple question, direct generation",5,0
8.3.b,simple,17,False,False,"Simple question, direct generation",5,0
8.4.a,simple,14,False,False,"Simple question, direct generation",5,0
8.4.b,simple,13,False,False,"Simple question, direct generation",5,0
8.5.a,complex,23,True,True,"Complex question, RAG triggered",8,1
8.5.b,complex,23,True,True,"Complex question, RAG triggered",8,1
8.5.c,complex,23,True,True,"Complex question, RAG triggered",8,1
8.6,complex,24,True,True,"Complex question, RAG triggered",8,1
8.7.a,complex,27,True,True,"Complex question, RAG triggered",8,1
8.7.b,complex,27,False,True,"Complex question, RAG triggered",8,1
8.8.a,simple,15,False,False,"Simple question, direct generation",5,0
